month,revenue_tm0,revenue_tm1,streams_tm0,streams_tm1,streams_tm2,facebook_likes,facebook_talks,instagram_followers,spotify_followers,spotify_listeners,spotify_popularity,wikipedia_views,youtube_comments,youtube_subscribers,youtube_videos,youtube_views
1/1/17,1089.934916,631.1881997,179279,121188,108288,0,0,0,304,0,41,0,0,0,0,0
2/1/18,9182.16615,10969.74608,1776150,2156573,2260627,47977,0,0,46597,0,60,0,0,0,0,0
5/1/18,10664.28803,9850.058512,2209881,1926357,1767113,48063,188,928,62836,148889,61,0,0,0,0,0
9/1/18,6823.194302,6731.481905,1410355,1437364,1535943,0,0,0,73951,349879,64,0,0,0,0,0
4/1/18,199.1819814,180.0358651,51081,56575,64462,206974,545,5952,1482,1708,24,0,8,144395,54,162548245
8/1/18,94.12164477,102.9583502,16943,17047,16896,0,0,0,3026,54016,30,124,0,0,0,0
9/1/17,1058.225907,1146.508687,185422,192884,204796,86146,0,0,3815,0,51,0,0,0,0,0
8/1/17,74.42329282,72.31297571,15534,14133,27135,0,0,0,1303,0,28,3162,0,0,0,0
11/1/17,20.38019582,69.28431974,5496,14928,24745,0,0,0,1429,0,30,0,0,0,0,0
5/1/17,6713.295094,6189.112855,1807451,1725054,1634243,0,0,0,41724,0,47,66,0,0,0,0
10/1/17,6882.600042,6763.526927,1781188,1706167,1803699,1526994,0,0,47912,0,51,58,0,3483,375,83538
8/1/18,38.10039895,71.1982574,8565,10072,15850,0,0,0,5008,21985,26,542,0,0,0,0
11/1/18,23.63173845,27.86806148,12324,12467,13704,11994,222,3564,1589,2556,19,0,0,3535,5,396559
11/1/16,319.9133767,377.6062139,53962,55633,52749,0,0,0,0,0,0,127,0,0,0,0
4/1/17,190.3916412,216.8920679,36589,41044,35937,0,0,0,34902,0,49,142,0,0,0,0
10/1/18,158.5747184,162.0389837,29955,40103,36119,350591,959,109678,81879,647943,56,146,0,51251,147,28153683
4/1/17,368.8048377,392.1962377,84624,84875,80756,0,0,0,2706,0,26,0,0,0,0,0
10/1/18,802.145097,845.3168868,219890,236251,246887,0,0,0,3520,59996,38,545,0,0,0,0
10/1/18,493.2358032,656.3195015,111023,144723,187458,0,0,315464,6035,15606,39,0,0,965441,44,160553726
4/1/18,127.5614595,206.3300745,25592,44557,42596,0,0,31063,11522,58065,45,0,0,0,0,0
2/1/18,1158.300267,724.4495655,225908,144730,6141,179668,0,92705,23979,0,41,65,0,0,0,0
3/1/18,1391.572446,1158.300267,256306,225908,144730,179310,393,93936,24615,0,40,70,0,0,0,0
6/1/18,2397.42688,2683.803843,450599,598231,567886,0,0,703041,9139,623719,51,2161,0,1222480,22,615775532
10/1/18,833.823799,857.1198779,178716,173755,166594,249974,1861,189,77809,372987,55,87,0,61333,634,64486120
1/1/17,663.1949533,541.5549225,146257,112747,104561,0,0,0,49680,0,58,3,0,0,0,0
10/1/18,819.158629,731.4673976,184545,164737,165684,0,0,0,185712,480713,63,0,0,0,0,0
10/1/18,6610.635083,6120.981768,2749122,2872136,3449128,0,0,3587931,1456612,7240533,80,13,0,1736407,77,373134796
11/1/18,4704.438121,6610.635083,2084204,2749122,2872136,0,0,0,1613799,6773088,80,15,0,1805555,78,376825606
5/1/17,8781.913777,7366.113047,1885152,1273858,4390,0,0,0,1675,0,59,186,0,0,0,0
6/1/17,9433.255821,8781.913777,2098525,1885152,1273858,0,0,0,1863,0,61,85,0,0,0,0
8/1/17,10210.37773,11318.93852,2177099,2356989,2098525,0,0,11466,2118,0,62,53,0,0,0,0
9/1/17,8825.697713,10210.37773,1712442,2177099,2356989,0,0,11721,2192,0,62,79,0,0,0,0
10/1/17,23801.39023,8825.697713,4388720,1712442,2177099,0,0,12239,2498,0,64,121,0,0,0,0
4/1/18,60723.30674,79143.09431,10485695,12986470,12773724,21375,453,45027,15439,2319150,66,592,0,52772,8,23780616
5/1/18,53114.34683,60723.30674,9750918,10485695,12986470,21544,359,45847,17695,1950021,64,526,0,58759,8,26801931
6/1/18,59632.72555,53114.34683,10791859,9750918,10485695,21973,830,48459,20264,1995244,65,515,0,62557,9,28672427
8/1/18,84455.42215,74877.44076,18765288,12974119,10791859,22586,433,54396,27059,2511447,64,0,0,72968,10,34460574
9/1/18,69187.09875,84455.42215,13183034,18765288,12974119,23174,598,58634,34275,2485527,67,0,0,72957,10,38095796
10/1/18,73901.9296,69187.09875,13568878,13183034,18765288,24279,1311,62594,39839,2156905,66,0,0,72488,11,41194613
11/1/18,55584.30032,73901.9296,10951781,13568878,13183034,24983,1451,68900,46920,1772730,66,0,0,71908,11,44120619
9/1/18,276.0682369,329.9530829,59538,73019,58751,0,0,0,17023,26960,32,513,0,0,0,0
10/1/18,262.0838451,276.0682369,56755,59538,73019,0,0,128538,17779,23963,31,830,0,0,0,0
11/1/18,227.9150491,262.0838451,255755,56755,59538,0,0,0,18747,21922,31,749,0,0,0,0
6/1/17,1501.435631,1617.83066,395880,423859,426543,0,0,0,1908,0,41,0,0,0,0,0
2/1/17,253.8921104,296.2644251,49902,65219,45505,0,0,0,1571,0,23,0,0,0,0,0
6/1/18,434.137384,642.033356,113638,194569,107863,6036,3,3821,2170,0,23,0,0,1474,24,408372
11/1/18,426.9112991,390.3846572,772721,105763,103828,0,0,0,0,0,0,0,0,1646,27,434688
8/1/18,321.2500622,283.5171021,57812,31531,30858,0,0,9928,3748,12563,25,18,0,1736,105,588738
11/1/18,3806.021755,294.2327154,822280,100029,112385,5535,113,0,32885,820681,59,0,0,0,0,0
10/1/18,8081.071678,7826.994355,1502790,1360620,1517251,0,0,0,27846,278022,48,82,0,352,967,166502
4/1/17,7188.780512,6640.40234,1287049,1176467,913228,0,0,0,3449,0,51,0,0,0,0,0
5/1/17,7967.377028,7188.780512,1467617,1287049,1176467,0,0,0,3598,0,53,0,0,0,0,0
5/1/17,1224.249377,1397.728752,201248,220436,259403,0,0,0,2054,0,44,0,0,0,0,0
4/1/17,2893.981617,7069.071898,445775,677199,1989392,0,0,0,5143,0,44,0,0,0,0,0
9/1/17,3864.021634,2799.714145,553922,435339,414982,0,0,0,6656,0,47,0,0,0,0,0
10/1/17,5219.06936,3864.021634,767582,553922,435339,0,0,0,7050,0,48,0,0,0,0,0
7/1/18,6739.071967,6074.795556,1272727,1102941,1312218,0,0,0,14861,113814,45,0,0,0,0,0
10/1/18,15357.01885,8087.758721,2780878,1514489,1252640,0,0,0,18596,144950,52,0,0,0,0,0
11/1/18,16147.77502,15357.01885,3227232,2780878,1514489,0,0,0,20632,192796,56,0,0,0,0,0
10/1/17,448.5885211,480.2032068,77007,75108,72108,8629,0,46891,7497,0,51,0,0,199,638,16528
11/1/18,1103.632931,918.5126598,191850,142845,71689,0,0,0,11035,164066,46,0,0,200,718,23569
6/1/17,212.738225,207.8606473,40511,41726,43456,0,0,0,3745,0,52,0,0,0,0,0
11/1/17,108.2342498,142.8404647,21428,27484,23741,178491,0,1408193,6039,0,51,0,0,13559,5,119785
1/1/18,83.68001794,81.70099159,15674,17701,21428,179680,0,1454660,6896,0,49,0,0,13669,5,121964
3/1/18,80.17315402,71.12202495,15803,12989,15674,180461,5918,1499008,7449,0,46,0,0,28705,2,49114
5/1/18,72.30207944,80.85538452,26847,20022,22247,14073,252,0,5531,60485,34,48,0,0,0,0
5/1/17,5018.36792,4762.569305,2462212,2355379,2318573,0,0,0,84189,0,54,554,0,0,0,0
9/1/17,5389.934337,5994.457183,2510431,2649678,2781122,489611,0,172326,116367,0,59,330,0,0,0,0
10/1/18,7315.743371,7301.706352,3266392,4041219,3387965,0,0,337062,251402,859793,59,408,0,1911,20,623042
4/1/18,226.1112975,276.0762933,273356,425493,386870,113498,1618,31855,8036,114844,43,0,0,0,0,0
10/1/18,465.6572729,783.7640959,81887,141694,210449,646969,6138,0,1507300,6253674,77,0,0,0,0,0
10/1/17,19103.33526,20795.42845,4039617,4094720,4835817,7839,0,0,11160,0,61,89,1,1136,112,363138
7/1/18,5883.527961,2154.543843,966920,369013,384966,0,0,293145,35035,102289,44,0,0,0,0,0
10/1/18,2977.298111,3207.564468,523707,576664,783777,0,0,303758,48031,156487,49,0,0,0,0,0
11/1/17,84.98212773,86.90736075,15472,17111,15870,1487,0,0,1312,0,18,0,0,199,71,26494
2/1/18,105.3159374,131.9300428,22821,31923,12005,2381080,0,111305,14166,0,35,16949,20,3483161,64,1533873750
3/1/18,133.7750937,105.3159374,24270,22821,31923,2427605,40842,121838,14349,0,33,13643,20,3668859,64,1579076055
3/1/17,717.1589371,672.8594853,201468,188496,174253,0,0,0,3444,0,32,0,0,0,0,0
11/1/18,1126.752208,1092.989638,252140,254183,253777,0,0,0,12047,33413,38,1684,0,2260,90,339424
11/1/17,571.7036701,561.3598056,135984,134391,172829,33001,0,0,12078,0,38,54,197,2450,38,615769
4/1/17,133.5810184,170.4000391,21415,23101,20436,0,0,0,774,0,28,325,0,0,0,0
7/1/17,101.1545379,89.23246158,17896,17652,19983,0,0,0,990,0,34,211,0,0,0,0
10/1/17,100.1019089,88.34084999,20590,18289,16961,1217759,0,511012,1194,0,35,315,0,0,0,0
9/1/18,142.7563672,169.0268975,51329,60939,73292,0,0,0,37273,34786,38,190,0,0,0,0
10/1/18,186.3436505,142.7563672,59431,51329,60939,0,0,734865,40438,49351,41,280,0,0,0,0
3/1/18,1728.513938,1204.205458,299260,256974,98584,22325,412,438234,29478,0,52,292,45,108503,51,25198283
9/1/18,1029.866462,767.7982449,275427,185080,221116,24178,434,439526,34864,119343,53,354,0,117861,53,27503402
11/1/16,1111.096367,1153.25636,959032,1005716,948539,0,0,0,0,0,0,4,0,0,0,0
4/1/17,1355.84789,1388.492271,967359,1071149,936057,0,0,0,13804,0,42,6,0,0,0,0
11/1/17,8455.642666,2487.36727,199025,94718,13307,0,0,0,532,0,29,0,0,0,0,0
12/1/17,11717.80192,8455.642666,265697,199025,94718,0,0,0,693,0,31,0,0,0,0,0
10/1/18,1395.282782,1230.817573,165970,152856,150313,0,0,0,2879,9962,30,0,0,0,0,0
11/1/18,1867.105322,1395.282782,365248,165970,152856,0,0,0,0,0,0,0,0,0,0,0
11/1/18,157.9478629,212.769498,39640,50145,40778,0,0,0,0,0,0,0,0,200086,44,32350759
9/1/17,4393.904989,4257.791039,805363,787190,790223,21272,0,0,28900,0,51,32,0,872,47,1058386
10/1/17,4505.948262,4393.904989,890080,805363,787190,21305,0,0,29534,0,52,33,0,894,47,1089115
10/1/18,5967.986814,5552.497174,1385591,1251326,1226843,0,0,0,45898,221163,50,44,0,1343,47,1655324
6/1/18,1261.060589,1434.678051,248113,291074,277075,4278,286,3992,6131,284261,50,80,0,42,12,10251
3/1/17,381.0985211,359.198578,65365,54980,52400,0,0,0,19707,0,56,404,0,0,0,0
6/1/17,666.889474,624.3612273,108808,89012,90597,0,0,0,2432,0,42,0,0,867,2725,50211
8/1/17,812.5217574,776.1138344,109675,106157,108808,0,0,0,2492,0,45,0,0,875,2545,50698
3/1/18,966.0593875,996.9087541,158059,134552,169671,37317,289,0,2783,0,45,62,0,949,780,16077
6/1/18,802.9970281,841.1028078,138720,143362,158719,37268,112,0,2936,73894,43,76,0,982,785,17613
10/1/17,57.92822508,56.12283696,10166,10418,11439,6080,0,0,6817,0,40,0,0,28,40,3263
12/1/17,4723.252072,4972.846764,1982309,2010860,2420540,149736,0,472130,70212,0,63,2159,0,18023,1,230169
6/1/17,71.71592335,67.96085682,11833,11981,11284,0,0,0,95,0,6,0,0,0,0,0
11/1/18,149.3494331,159.151162,40762,45401,36877,0,0,0,0,0,0,0,0,826,1,260236
11/1/16,717.4124788,712.6438581,227700,261911,151443,0,0,0,0,0,0,32,0,0,0,0
4/1/17,712.5249466,754.6447253,252029,270578,251656,0,0,0,5212,0,32,46,0,0,0,0
4/1/17,7651.247715,7237.476577,1124667,1075906,984529,0,0,0,26658,0,51,33,0,0,0,0
8/1/17,8592.383118,8732.95999,1205735,1208522,1148380,0,0,0,30832,0,56,28,0,0,0,0
9/1/17,9778.796716,8592.383118,1413433,1205735,1208522,258684,0,0,31961,0,57,23,0,0,0,0
9/1/18,13956.13248,13167.19777,2788114,2648060,2682547,0,0,0,59695,569521,57,32,0,0,0,0
7/1/18,3656.893903,3384.204054,1123587,1036449,1152732,0,0,0,56976,291547,48,40,0,0,0,0
11/1/18,2691.200752,2754.032139,1026442,886031,979226,0,0,0,64998,221528,49,46,0,0,0,0
2/1/17,1309.815283,924.7133886,148679,144652,169817,0,0,0,3513,0,39,0,0,0,0,0
4/1/17,909.612298,1166.535739,141521,151957,148679,0,0,0,3920,0,36,0,0,0,0,0
12/1/17,766.9627116,843.5302733,142305,136413,147475,61509,0,0,5002,0,39,0,90,5748,19,1024720
10/1/18,540.3410697,616.2168304,145034,131685,161781,0,0,0,13268,252075,54,0,0,18005,78,1626736
10/1/16,422.1160638,401.1678881,54060,42633,41654,0,0,0,0,0,0,46,0,0,0,0
2/1/17,425.1086593,375.547161,54621,53738,56633,0,0,0,6799,0,45,68,0,0,0,0
3/1/17,444.5086422,425.1086593,61568,54621,53738,0,0,0,6965,0,43,75,0,0,0,0
10/1/18,981.3211252,981.0766138,151829,144158,145825,0,0,0,11012,240692,46,46,0,20249,47,20061266
9/1/18,117.3838244,110.573697,72107,66186,103948,0,0,0,64332,191707,46,154,0,1437,1390,345993
10/1/18,386.2565403,350.0649397,403486,454100,449228,0,0,0,29086,52304,36,6,0,0,0,0
11/1/17,4013.626853,4426.909285,814563,854653,909420,23,0,0,2560,0,48,0,0,3354,49,1444363
11/1/18,5437.069346,5551.410673,1513007,1473776,1613302,0,0,0,0,0,0,555,0,14435,55,6213158
10/1/17,9157.088845,9254.783717,1991678,1943378,1784989,2502,0,32395,2025,0,53,0,0,0,0,0
10/1/18,8512.005648,7460.152397,2253493,1995861,1901210,0,0,45629,2747,32856,48,467,0,0,0,0
3/1/18,131.2503554,115.6500751,17309,15719,17685,77851,1666,13783,14221,0,38,44,18,621,42,201888
8/1/18,127.9266685,133.8333694,20141,19623,18588,0,0,15301,19452,42648,35,56,0,1010,42,226090
5/1/18,1626.990853,1860.740707,385299,442180,399186,41562,461,0,35883,253131,50,244,9,2583,15,334960
10/1/18,1796.353293,1595.169371,438928,412019,331272,42229,459,0,39803,252028,49,246,0,2674,15,353091
2/1/18,47.85858324,56.93465618,10087,13111,13746,3818,0,0,1362,0,26,0,0,8705,77,720611
12/1/17,147.0130308,164.9721079,31545,33590,41196,6793,0,0,2880,0,57,0,0,878,40,1059493
10/1/18,66.08407457,75.92836459,12206,13371,13664,20489,5,10735,1335,450916,51,0,0,1803,5,1003488
11/1/16,1103.094398,1336.397999,203292,242098,289863,0,0,0,0,0,0,7,0,0,0,0
9/1/17,1409.192982,1476.226703,259554,278684,267330,22074,0,2680,24845,0,45,9,0,0,0,0
11/1/17,1383.361364,1542.234296,261108,279765,259554,22095,0,2915,25075,0,46,11,0,0,0,0
1/1/18,1463.23318,1252.114682,274602,251928,261108,22067,0,3008,25498,0,43,11,0,0,0,0
2/1/18,1420.231514,1463.23318,263928,274602,251928,22046,0,3029,25613,0,43,12,0,0,0,0
11/1/18,1472.982503,1020.664887,296325,203353,222230,0,0,0,27013,60068,39,9,0,0,0,0
6/1/18,13147.19435,16126.38537,3631712,4301264,3642371,1864330,25600,7139845,1769297,1985326,68,1001,0,4565915,49,737396180
10/1/18,5371.367466,5869.830163,2307342,2324894,2838611,1855472,58495,7499052,2102823,3286996,74,1041,0,4942294,62,839514319
10/1/18,2010.630136,2364.218352,394664,432883,528985,299881,4014,69589,33114,117646,48,0,0,121165,65,43513787
10/1/18,80.10942043,94.51340787,12509,16275,18638,0,0,787795,5123,3731,18,178,0,0,0,0
8/1/17,3662.511062,3631.362337,1582716,1733243,1737754,18214,0,6810,25545,0,48,0,0,0,0,0
9/1/17,3915.218737,3662.511062,1387402,1582716,1733243,18616,0,7049,26881,0,49,0,0,0,0,0
10/1/17,3772.008752,3915.218737,1461600,1387402,1582716,18911,0,7240,28251,0,50,0,0,0,0,0
11/1/17,3656.057783,3772.008752,1321514,1461600,1387402,19220,0,7390,29572,0,50,0,0,0,0,0
2/1/18,3655.934668,3853.797816,993791,1130891,1018592,19749,0,8066,35211,0,48,0,0,0,0,0
11/1/18,4190.788898,4305.000639,1189534,1162354,1027759,0,0,0,50800,221598,48,0,0,0,0,0
8/1/17,3635.109457,7230.439311,626831,1027145,1304301,11727,0,19129,4326,0,45,0,0,2396,0,0
4/1/18,1767.984199,1752.449039,388818,358887,355554,11516,8,18133,5185,103680,41,0,0,2512,0,0
5/1/18,1560.294511,1767.984199,360116,388818,358887,11479,7,18070,5275,100154,40,0,0,4797,0,0
10/1/18,225.6644315,255.1855356,43427,46130,60067,504271,2092,0,169974,398045,56,83,0,0,0,0
2/1/17,502.8028161,844.6114189,93930,158947,67460,0,0,0,1129,0,37,0,0,0,0,0
6/1/17,225.6136994,215.2007968,43976,39080,49804,0,0,0,1530,0,27,0,0,0,0,0
9/1/17,1139.590412,812.1252993,196909,153984,43056,0,0,4471,2175,0,40,127,0,0,0,0
11/1/17,3038.704101,3531.326451,491055,640812,196909,0,0,6117,3553,0,46,0,0,0,0,0
8/1/18,3950.587277,4446.037176,720648,793487,1016624,13751,645,15842,10125,96190,41,141,0,5203,1,194325
9/1/18,3213.349199,3950.587277,676557,720648,793487,14035,683,17941,11347,87258,43,99,0,5529,1,196429
10/1/18,3100.820598,3213.349199,593584,676557,720648,14301,426,18674,11954,76340,42,83,0,5732,1,198092
11/1/18,4330.143345,3100.820598,878376,593584,676557,14717,1225,20280,12912,108854,44,87,0,5990,1,200152
10/1/18,1475.560427,1347.657795,209660,188941,228834,0,0,0,4097,225624,49,34,0,1006,57,150429
11/1/18,658.6771453,1475.560427,236335,209660,188941,0,0,0,0,0,0,32,0,1015,57,152954
10/1/16,43187.26425,41728.68417,5959225,5425630,5766694,0,0,0,0,0,0,377,0,0,0,0
12/1/16,46161.58997,42367.83134,6589829,5823539,5959225,0,0,0,0,0,0,175,0,0,0,0
12/1/17,29779.48881,31313.44581,5163947,4908090,5326392,428631,0,0,175334,0,59,80,1,36616,2,822113
11/1/18,526.6874036,541.1780863,154306,99903,160658,0,0,0,4956,41240,41,0,0,0,0,0
10/1/18,2179.144159,2928.130559,424567,523798,415514,0,0,6290375,209076,438824,63,150,0,41479,74,57036539
4/1/18,92.88082987,94.18283971,31432,30589,32038,21202,102,0,24536,58772,48,30,0,43502,26,13793738
11/1/18,2562.706525,3115.709502,729803,790156,861725,6541,111,522785,119171,3014194,68,0,0,44897,13,5304665
2/1/18,71712.96755,82586.47926,28222965,32414198,25011179,297066,0,70449,17190,0,73,94,0,0,0,0
4/1/18,1714.35332,1803.132663,335405,365152,309934,0,0,0,2234,46740,52,0,0,1246,19,176037
5/1/18,1747.371842,1714.35332,350595,335405,365152,0,0,5884,2421,43139,50,0,0,1252,19,178554
10/1/18,843.8570883,990.4914276,178873,201191,298152,0,0,6137,2821,16782,49,0,0,1277,19,186287
4/1/17,1539.568657,737.8676651,282770,148760,185273,0,0,0,411,0,37,27,27,2161,56,543484
1/1/18,1710.385866,1439.430716,365711,328280,334218,0,0,7182,3628,0,44,29,27,2187,57,558736
3/1/18,1253.871297,1391.969538,265194,277372,365711,0,0,7313,4343,0,42,21,27,2187,64,565236
7/1/18,846.8134198,894.8088107,174469,196578,233977,0,0,7497,5844,64903,37,24,0,2209,64,573812
8/1/18,809.7019061,846.8134198,169134,174469,196578,0,0,7558,6155,51887,37,30,0,2215,65,576422
10/1/18,1032.14674,986.8142901,229171,211262,169134,0,0,7659,6862,64275,43,29,0,2236,66,581357
7/1/18,383.2541134,386.3020352,70641,66247,67719,383015,1511,51866,42519,168845,45,0,0,0,62,4141466
11/1/16,812.3872048,847.9900938,133557,137054,128251,0,0,0,0,0,0,354,0,0,0,0
10/1/18,754.2034955,728.0179723,213199,226001,319832,0,0,0,51808,101320,41,292,0,1016,1300,107160
7/1/17,23177.55644,13361.91956,4938883,3109739,3378585,0,0,0,4835,0,61,0,0,0,0,0
8/1/17,20246.40165,23177.55644,4671330,4938883,3109739,0,0,0,6163,0,62,0,0,0,0,0
9/1/17,31064.87573,20246.40165,6829056,4671330,4938883,4000,0,3274,7826,0,64,0,0,1670,6,102005
1/1/18,81625.08179,32025.24013,14321183,8051617,8251609,5425,0,6680,17880,0,66,0,0,6313,13,537871
3/1/18,121788.1819,93095.13336,19762323,15891744,14321183,6748,616,11335,26384,0,68,0,0,21949,16,3578706
5/1/18,124006.9081,132102.9707,23348742,22605605,19762323,7720,598,14550,35106,4086154,69,0,0,26044,17,5419592
6/1/18,121417.7295,124006.9081,23686076,23348742,22605605,8202,1156,15970,39121,4527070,70,0,0,26111,17,6178067
7/1/18,102243.9234,121417.7295,20475336,23686076,23348742,0,0,17493,44310,4161256,66,0,0,26077,17,6856432
8/1/18,92586.69783,102243.9234,20114993,20475336,23686076,9081,909,18688,47925,4186946,67,0,0,26097,18,7475833
9/1/18,91591.1582,92586.69783,20199153,20114993,20475336,10331,515,19914,53423,4383576,70,0,0,26091,19,8131991
11/1/18,91456.40835,107704.8252,21631723,24332613,20199153,14100,549,28475,66150,4757326,71,0,0,26231,21,12588257
1/1/18,3825.581021,3400.642105,659641,606368,583322,166695,0,5699,87447,0,53,336,11,0,4,2098765
2/1/18,2767.364074,3825.581021,515545,659641,606368,166355,0,5743,90052,0,53,288,11,0,4,2123990
3/1/18,2719.454208,2767.364074,519396,515545,659641,165880,205,5798,92421,0,52,304,11,0,4,2152619
4/1/18,2527.716384,2719.454208,486326,519396,515545,164960,177,5995,95488,292043,51,318,11,0,4,2180523
7/1/17,16971.07561,16218.90036,2299311,2343426,2473440,104281,0,0,16885,0,57,51,3,3279,48,945123
8/1/17,16095.4275,16971.07561,2376532,2299311,2343426,104502,0,0,17964,0,58,49,3,3308,48,958074
9/1/17,14698.25416,16095.4275,2236565,2376532,2299311,104817,0,42061,19418,0,59,44,3,3338,48,970686
11/1/17,14457.14391,14544.32407,2244768,2263579,2236565,105124,0,42623,24673,0,60,65,3,3411,48,993413
12/1/17,16471.51342,14457.14391,2535935,2244768,2263579,105818,0,43832,27519,0,59,70,3,3474,48,1005517
2/1/18,21970.84764,22426.93011,3087326,3001579,2535935,107197,0,45534,33579,0,59,71,3,3625,48,1028171
11/1/18,27603.701,32074.57438,4721376,5167417,4499394,108757,1277,51353,72563,645229,60,74,0,11573,53,1609120
10/1/17,1634.584086,1774.575959,299710,317346,525233,369,0,0,54779,0,73,399,0,155880,11,31155776
7/1/18,435.0222391,475.1381682,87620,93628,112657,0,0,0,143862,691432,60,338,0,533638,18,111175686
11/1/18,16018.57703,27374.85788,3810761,5830023,82829,0,0,0,174636,1927765,70,324,0,718884,18,160013301
2/1/18,1430.302788,1774.514026,327813,416341,300904,38809,0,4477,7650,0,42,0,0,0,0,0
4/1/18,1123.000495,1221.084889,258214,285721,327813,39982,95,4637,9014,39309,38,0,0,0,0,0
10/1/18,3912.22349,3711.74905,617252,578590,639129,1488,71,11679,6207,682256,54,0,0,119,30,45701
10/1/16,1956.042409,2032.53926,368548,365588,333413,0,0,0,0,0,0,26,0,0,0,0
3/1/17,25279.42433,30107.40774,3392193,3374988,1683533,350923,0,41785,30899,0,55,42,0,0,0,0
4/1/17,17100.47641,25279.42433,2477817,3392193,3374988,352261,0,45717,31736,0,54,36,0,0,0,0
12/1/17,4779.365783,4602.62796,1041956,1036804,1047994,357835,0,70206,40074,0,53,32,17,14794,21,11654652
5/1/18,5086.164765,6803.431828,1277719,1486212,1130235,358246,2837,79789,49191,141414,50,36,9,17229,22,13169575
10/1/18,4637.74087,4354.08503,1109319,1015966,991484,0,0,82589,57767,113042,49,31,0,18011,22,14264443
6/1/17,19372.28628,16300.32589,2361170,2005383,1746856,130181,0,0,79736,0,59,301,0,0,0,0
10/1/18,1217.906854,1155.388511,337455,303149,311690,12881,811,3537,4358,147604,48,80,0,565,23,113394
3/1/18,2013.614748,1750.439592,495043,395710,264605,4830,282,8943,1515,0,42,0,0,0,0,0
5/1/18,1960.649605,1946.373498,486366,488399,495043,5031,237,9502,1838,14349,41,0,0,0,0,0
6/1/18,3221.828282,1960.649605,823171,486366,488399,5142,406,9742,1950,13310,42,0,0,0,0,0
10/1/18,1496.636504,1616.734266,392812,428410,422552,0,0,10479,2342,14782,41,0,0,0,0,0
2/1/17,372.6270403,452.5298733,76295,96079,101737,0,0,0,160,0,46,0,0,0,0,0
3/1/17,316.9234349,372.6270403,72127,76295,96079,0,0,0,422,0,49,0,0,0,0,0
4/1/17,307.6287108,316.9234349,62984,72127,76295,0,0,0,716,0,51,0,0,0,0,0
7/1/17,1848.975445,1676.461712,382686,357299,62314,0,0,0,1720,0,63,0,0,0,0,0
10/1/17,6795.008051,1562.939218,1306457,292386,167851,0,0,103058,2848,0,66,0,0,0,0,0
6/1/18,19131.84801,29633.75401,4594862,6364200,7845644,0,0,140232,11826,1272949,69,0,0,0,0,0
9/1/18,9813.095675,11119.15146,2400496,2692507,3629735,0,0,0,15417,814928,64,0,0,0,0,0
10/1/18,10092.74466,9813.095675,2578259,2400496,2692507,0,0,160104,15797,799670,65,0,0,0,0,0
11/1/18,9111.247554,10092.74466,2407572,2578259,2400496,0,0,0,16673,824659,67,0,0,0,0,0
8/1/18,24.83552748,20.96396397,15827,8286,6857,0,0,0,2574,100299,39,47,0,183,1178,10460
10/1/17,2554.556217,2483.813811,346952,281154,278229,73363,0,18264,5042,0,41,33,14,1814,26,324110
1/1/18,2725.244452,1979.470586,317261,246249,270080,73631,0,18928,7892,0,38,66,14,1878,26,347674
3/1/18,2812.289724,2263.898973,318353,263432,317261,74126,1250,19726,9364,0,37,74,14,1945,26,364358
3/1/18,381.5887634,359.4013832,42347,33055,35513,24218,438,0,7782,0,38,56,0,0,0,0
9/1/18,194.4291541,196.8768295,26907,26269,29612,0,0,0,9517,25080,34,42,0,0,0,0
10/1/18,229.2254997,194.4291541,30213,26907,26269,0,0,0,9689,23334,35,40,0,0,0,0
11/1/18,208.1175684,229.2254997,28599,30213,26907,0,0,0,0,0,0,45,0,0,0,0
5/1/17,2615.073815,2345.069623,390980,335464,310524,0,0,0,9620,0,42,31,0,0,0,0
6/1/17,2878.660577,2615.073815,430696,390980,335464,0,0,0,9674,0,44,26,0,0,0,0
10/1/18,2957.978585,3515.304415,438657,509423,660695,0,0,0,12437,110560,44,24,0,0,0,0
11/1/18,131.4897608,113.3778721,29735,23649,26472,20276,86,0,12641,322038,50,52,0,2345,8,457971
10/1/16,4440.085428,3113.525656,1562255,981095,373259,0,0,0,0,0,0,2456,0,0,0,0
9/1/18,2943.547643,2730.334162,1092772,1192956,1478293,0,0,0,53600,203564,46,2037,0,0,0,0
10/1/18,3208.574509,2943.547643,1377964,1092772,1192956,0,0,0,54764,209972,47,2159,0,0,0,0
10/1/17,10945.97942,10400.99927,2561246,2415013,2523250,140835,0,191874,76069,0,58,134,79,18629,12,6986955
6/1/17,4129.508556,3621.901619,1251763,1388805,1436861,0,0,0,7247,0,39,702,0,0,0,0
11/1/16,1155.234981,1491.057236,242487,309880,941410,0,0,0,0,0,0,126,0,0,0,0
1/1/17,1462.695688,1715.51207,329039,376898,242487,0,0,0,1780,0,45,125,0,0,0,0
3/1/17,3671.178358,3193.527871,894021,715142,329039,0,0,0,1887,0,48,155,0,0,0,0
8/1/17,1216.848076,1294.574988,252726,275547,370797,0,0,0,2076,0,44,124,0,0,0,0
9/1/17,1951.403081,1216.848076,383380,252726,275547,569212,0,75521,2146,0,45,128,0,142009,34,9441026
10/1/17,1355.59994,1951.403081,269804,383380,252726,595334,0,75734,2236,0,46,127,0,151516,36,10581027
11/1/17,3335.861116,1355.59994,672274,269804,383380,629859,0,75644,2301,0,46,134,0,161474,39,11738934
